,book_title,author,num_ratings,average_rating,5_star_reviews
7131,Belong to Me,Marisa de los Santos,30535,3.87,7820
7132,The Language Instinct: How the Mind Creates Language,Steven Pinker,21756,4.01,7810
7133,Silent in the Grave,Deanna Raybourn,26196,3.91,7809
7134,Philosophical Investigations,Ludwig Wittgenstein,14697,4.26,7804
7135,The Rogue Hunter,Lynsay Sands,17503,4.17,7802
7136,Hold Me Tight: Seven Conversations for a Lifetime of Love,Sue Johnson,18534,4.12,7801
7137,Death's Mistress,Karen Chance,17417,4.20,7798
7138,Hitch 22: A Memoir,Christopher Hitchens,21666,4.02,7798
7139,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,27967,3.85,7798
7140,Moab Is My Washpot,Stephen Fry,24455,3.93,7797
7141,Zen in the Art of Writing: Releasing the Creative Genius Within You,Ray Bradbury,19850,4.08,7797
7142,The Third Policeman,Flann O'Brien,20509,3.98,7796
7143,"The Civil War, Vol. 1: Fort Sumter to Perryville",Shelby Foote,12833,4.44,7790
7144,Underworld,Meg Cabot,23125,3.86,7786
7145,Boundary Waters,William Kent Krueger,25050,4.10,7785
7146,The Lonely Hearts Club,Elizabeth Eulberg,27661,3.77,7784
7147,Charlie Bone and the Castle of Mirrors,Jenny Nimmo,23629,3.92,7782
7148,Crow Lake,Mary Lawson,25057,4.00,7778
7149,"Taking Charge of Your Fertility: The Definitive Guide to Natural Birth Control, Pregnancy Achievement, and Reproductive Health",Toni Weschler,11935,4.54,7777
7150,Antigone,Jean Anouilh,26687,3.78,7777
7151,Light from Heaven,Jan Karon,14621,4.39,7776
7152,By the Light of the Moon,Dean Koontz,26118,3.89,7776
7153,The Tortilla Curtain,T. Coraghessan Boyle,32650,3.66,7774
7154,Men of the Otherworld,Kelley Armstrong,16464,4.27,7771
7155,Crookedstar's Promise,Erin Hunter,11317,4.56,7764
7156,Shepherds Abiding,Jan Karon,16061,4.26,7757
7157,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,Michael Azerrad,16475,4.21,7755
7158,The Freedom Writers Diary,Erin Gruwell,17681,4.15,7745
7159,10 Blind Dates,Ashley Elston,25299,4.00,7743
7160,The Fury,L.J. Smith,34509,3.51,7743
7161,The Healer's Apprentice,Melanie Dickerson,23037,3.82,7742
7162,Lord of the Silver Bow,David Gemmell,15013,4.34,7741
7163,Lord of the Silver Bow,David Gemmell,15012,4.34,7741
7164,Our Chemical Hearts,Krystal Sutherland,30284,3.74,7740
7165,The Life-Changing Magic of Not Giving a F*ck: How to Stop Spending Time You Don't Have with People You Don't Like Doing Things You Don't Want to Do,Sarah Knight,38155,3.41,7739
7166,Day Watch,Sergei Lukyanenko,22305,4.07,7737
7167,Catechism of the Catholic Church: Complete and Updated,Catholic Church,11003,4.48,7734
7168,Catechism of the Catholic Church,Pope John Paul II,11003,4.48,7734
7169,Midnight,Dean R. Koontz,27029,3.86,7724
7170,The Diamond of Darkhold,Jeanne DuPrau,28960,3.82,7721
7171,The Great Brain,John D. Fitzgerald,17332,4.17,7721
7172,Charlie Bone and the Invisible Boy,Jenny Nimmo,23537,3.92,7720
7173,Adrift: Seventy-Six Days Lost at Sea,Steven Callahan,19251,4.14,7719
7174,In Search of Lost Time,Marcel Proust,12711,4.35,7715
7175,A Dog's Life: Autobiography of a Stray,Ann M. Martin,15728,4.22,7714
7176,This Isn't What It Looks Like,Pseudonymous Bosch,15433,4.29,7710
7177,Monster,Frank E. Peretti,23739,3.82,7704
7178,Ask the Passengers,A.S. King,25073,3.85,7702
7179,Malgudi Days,R.K. Narayan,18264,4.21,7698
7180,Devil's Cub,Georgette Heyer,16303,4.23,7695
7181,Collected Poems,Dylan Thomas,17011,4.20,7694
7182,Plan B: Further Thoughts on Faith,Anne Lamott,21222,4.04,7690
7183,James Potter and the Hall of Elders' Crossing,G. Norman Lippert,24333,3.77,7687
7184,Conspirata,Robert   Harris,18310,4.24,7687
7185,The Magician's Elephant,Kate DiCamillo,25947,3.86,7683
7186,"Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon",Melissa Anelli,15461,4.12,7682
7187,The Beach House,Jane Green,35940,3.67,7681
7188,Pyongyang: A Journey in North Korea,Guy Delisle,26785,3.89,7678
7189,Baltasar and Blimunda,José Saramago,22934,3.93,7669
7190,Dairy Queen,Catherine Gilbert Murdock,27977,3.74,7660
7191,"Home: Habitat, Range, Niche, Territory",Martha Wells,20146,4.10,7660
7192,Equus,Peter Shaffer,21836,3.91,7652
7193,Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel,18650,3.96,7651
7194,Season of Migration to the North,Tayeb Salih,29275,3.72,7646
7195,Morning Glory,LaVyrle Spencer,15189,4.27,7645
7196,Now You See Me,Sharon J. Bolton,21734,4.04,7645
7197,The Atrocity Archives,Charles Stross,25737,3.90,7638
7198,The Spectacular Now,Tim Tharp,43042,3.51,7636
7199,Castle Roogna,Piers Anthony,25303,3.90,7635
7200,Sweet Hope,Tillie Cole,12061,4.50,7632
7201,Twilight / Life and Death,Stephenie Meyer,31124,3.46,7631
7202,Absolution Gap,Alastair Reynolds,23005,4.02,7628
7203,Stasiland: Stories from Behind the Berlin Wall,Anna Funder,18834,4.20,7626
7204,This Star Won't Go Out: The Life and Words of Esther Grace Earl,Esther Earl,16151,4.14,7621
7205,"Goodnight Punpun Omnibus, Vol. 1",Inio Asano,15202,4.27,7619
7206,The V Girl: A Coming of Age Story,Mya Robarts,15779,3.99,7616
7207,Fate,Amanda Hocking,21480,3.97,7615
7208,The Black Obelisk,Erich Maria Remarque,14077,4.38,7608
7209,Family Matters,Rohinton Mistry,23727,4.03,7608
7210,Jackaby,William  Ritter,30565,3.83,7605
7211,A Matter of Honor,Jeffrey Archer,24916,3.96,7602
7212,Maitreyi,Mircea Eliade,23466,3.80,7594
7213,Rhapsody: Child of Blood,Elizabeth Haydon,19816,3.97,7593
7214,Ceremony,Leslie Marmon Silko,23954,3.83,7590
7215,Father and I Were Ranchers,Ralph Moody,14574,4.27,7585
7216,There's a Nightmare in My Closet,Mercer Mayer,15356,4.24,7584
7217,Alcoholics Anonymous,Alcoholics Anonymous,10714,4.49,7583
7218,The Spook's Mistake,Joseph  Delaney,17462,4.22,7581
7219,And Another Thing...,Eoin Colfer,31556,3.56,7581
7220,The Amber Room,Steve Berry,25375,3.87,7580
7221,About a Dragon,G.A. Aiken,16905,4.20,7578
7222,Enticed,Jessica Shirvington,15210,4.26,7577
7223,All Creatures Great and Small / All Things Bright and Beautiful,James Herriot,14995,4.33,7573
7224,I Kill Giants,Joe Kelly,17266,4.15,7570
7225,Le Vieux qui lisait des romans d'amour,Luis Sepúlveda,25217,3.92,7565
7226,Fire with Fire,Jenny Han,20200,4.04,7564
7227,The Old Man Who Read Love Stories,Luis Sepúlveda,25210,3.92,7563
7228,A Vindication of the Rights of Woman,Mary Wollstonecraft,24594,3.91,7554
7229,The Glass Lake,Maeve Binchy,23741,3.98,7554
7230,The Great Bridge: The Epic Story of the Building of the Brooklyn Bridge,David McCullough,16943,4.25,7545
7231,A Separate Reality: Further Conversations with Don Juan,Carlos Castaneda,18495,4.08,7538
7232,Jeremy Fink and the Meaning of Life,Wendy Mass,19756,4.02,7537
7233,A Handful of Dust,Evelyn Waugh,26458,3.90,7526
7234,Agnes and the Hitman,Jennifer Crusie,20746,3.96,7522
7235,The Autumn of the Patriarch,Gabriel García Márquez,23759,3.87,7522
7236,Symptoms of Being Human,Jeff Garvin,18389,4.11,7521
7237,The Forgotten Beasts of Eld,Patricia A. McKillip,18770,4.07,7521
7238,"The Sea, the Sea",Iris Murdoch,21993,3.95,7516
7239,मृत्युंजय,Shivaji Sawant,10719,4.52,7516
7240,Love and War,John Jakes,18288,4.14,7511
7241,Alienated,Melissa Landers,23185,3.89,7509
7242,Wintersong,S. Jae-Jones,32059,3.53,7509
7243,The Iron King,Maurice Druon,20425,4.07,7507
7244,Notes of a Dirty Old Man,Charles Bukowski,24271,3.93,7507
7245,El rey de hierro,Maurice Druon,20427,4.07,7506
7246,My True Love Gave to Me: Twelve Holiday Stories,Stephanie Perkins,41214,3.66,7503
7247,First Year,Rachel E. Carter,22472,3.94,7502
7248,The Education of Little Tree,Forrest Carter,16941,4.13,7502
7249,"Vampire Chronicles: Interview with the Vampire, The Vampire Lestat, The Queen of the Damned (Anne Rice)",Anne Rice,13992,4.30,7499
7250,The Jane Austen Book Club,Karen Joy Fowler,69909,3.10,7498
7251,Defiance,C.J. Redwine,28643,3.67,7497
7252,Rogue,Rachel Vincent,18663,4.09,7496
7253,Born of Silence,Sherrilyn Kenyon,11902,4.49,7494
7254,أنتيخريستوس,أحمد خالد مصطفى,22792,3.63,7488
7255,Sisters,Danielle Steel,21317,3.89,7487
7256,Fifth Business,Robertson Davies,19402,4.05,7486
7257,Wit,Margaret Edson,16588,4.14,7486
7258,Zeno's Conscience,Italo Svevo,27171,3.78,7484
7259,A Time to Love and a Time to Die,Erich Maria Remarque,13247,4.43,7484
7260,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,25103,3.87,7484
7261,Fifth Business,Robertson Davies,19398,4.05,7482
7262,The High Window,Raymond Chandler,23179,4.04,7481
7263,Vidas secas,Graciliano Ramos,15675,4.22,7481
7264,The Twelve Caesars,Suetonius,20219,4.02,7478
7265,The Anatomy of Peace: Resolving the Heart of Conflict,The Arbinger Institute,15898,4.19,7478
7266,Death Leaves a Shadow,Gabriel F.W. Koch,16394,4.30,7476
7267,Lord Jim,Joseph Conrad,31178,3.62,7471
7268,Miracles,C.S. Lewis,18661,4.05,7470
7269,A Pale View of Hills,Kazuo Ishiguro,35029,3.79,7469
7270,The Source of Magic,Piers Anthony,25417,3.89,7468
7271,The Source of Magic,Piers Anthony,25417,3.89,7468
7272,Vernon God Little,D.B.C. Pierre,32448,3.61,7461
7273,Zodiac,Robert Graysmith,25149,3.92,7460
7274,The Absolutist,John Boyne,20025,4.10,7454
7275,The Emerald Atlas,John  Stephens,22668,3.94,7451
7276,Rumo & His Miraculous Adventures,Walter Moers,11783,4.51,7449
7277,Dream Man,Linda Howard,19482,4.04,7447
7278,Letter to a Child Never Born,Oriana Fallaci,20348,3.98,7447
7279,الجزار,حسن الجندي,16946,4.10,7446
7280,"Surprised by Hope: Rethinking Heaven, the Resurrection, and the Mission of the Church",N.T. Wright,14333,4.31,7443
7281,Brilliance of the Moon,Lian Hearn,21417,4.07,7443
7282,The Rings of Saturn,W.G. Sebald,15141,4.23,7433
7283,The Collected Poems of Emily Dickinson,Emily Dickinson,15005,4.23,7433
7284,Krabat,Otfried Preußler,21338,3.92,7431
7285,Five Go Adventuring Again,Enid Blyton,19682,4.06,7425
7286,Audrey Rose,Frank De Felitta,21683,3.89,7417
7287,Heaven,Alexandra Adornetto,18780,3.87,7415
7288,But Not the Hippopotamus,Sandra Boynton,14491,4.24,7413
7289,If You Give a Cat a Cupcake,Laura Joffe Numeroff,14757,4.20,7412
7290,The Divine Conspiracy: Rediscovering Our Hidden Life in God,Dallas Willard,14504,4.21,7411
7291,The Story of a Shipwrecked Sailor,Gabriel García Márquez,29373,3.84,7408
7292,The Deed of Paksenarrion,Elizabeth Moon,13587,4.32,7407
7293,Storm of Steel,Ernst Jünger,17724,4.14,7407
7294,Flowers from the Storm,Laura Kinsale,16269,4.08,7406
7295,The Night Watch,Sarah Waters,31392,3.70,7406
7296,The Night Watch,Sarah Waters,31391,3.70,7406
7297,Revenge,Yōko Ogawa,22420,4.04,7405
7298,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,John G. Neihardt,17493,4.12,7403
7299,Adam Bede,George Eliot,25414,3.82,7401
7300,The Hike,Drew Magary,21664,3.96,7401
7301,The Night Masquerade,Nnedi Okorafor,21680,4.01,7400
7302,Sleepers,Lorenzo Carcaterra,15866,4.26,7400
7303,The Law,Frédéric Bastiat,12952,4.35,7398
7304,Nexus,Ramez Naam,20207,4.04,7388
7305,"Akira, Vol. 3",Katsuhiro Otomo,13016,4.44,7385
7306,Glorious Appearing: The End of Days,Tim LaHaye,17459,3.97,7385
7307,The State and Revolution,Vladimir Lenin,14206,4.24,7379
7308,A Mercy,Toni Morrison,29094,3.75,7379
7309,The Constant Gardener,John le Carré,28487,3.82,7374
7310,"Girl, Serpent, Thorn",Melissa Bashardoust,37551,3.66,7373
7311,All You Need Is Kill,Hiroshi Sakurazaka,21950,4.03,7372
7312,Ordinary Men: Reserve Police Battalion 101 and the Final Solution in Poland,Christopher R. Browning,19688,4.10,7371
7313,The Comedy of Errors,William Shakespeare,31390,3.72,7369
7314,Amsterdam,Ian McEwan,54453,3.46,7361
7315,Crystal Storm,Morgan Rhodes,16664,4.21,7359
7316,One Step Behind,Henning Mankell,21111,4.10,7354
7317,Wings of the Wicked,Courtney Allison Moulton,14690,4.22,7354
7318,"Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!",Rory Freedman,32815,3.35,7353
7319,Captain Blood,Rafael Sabatini,16649,4.18,7350
7320,The Stories of John Cheever,John Cheever,15204,4.27,7349
7321,Excavation,James Rollins,20263,4.05,7347
7322,Forever Amber,Kathleen Winsor,18699,4.00,7343
7323,NeuroTribes: The Legacy of Autism and the Future of Neurodiversity,Steve Silberman,15126,4.29,7340
7324,The Swan Thieves,Elizabeth Kostova,34470,3.57,7337
7325,الإسلام بين الشرق والغرب,Alija Izetbegović,11528,4.47,7333
7326,Dark Angel,V.C. Andrews,19745,3.99,7332
7327,Stalking Darkness,Lynn Flewelling,15579,4.26,7328
7328,Spark,Brigid Kemmerer,17383,4.13,7327
7329,The Discovery of Heaven,Harry Mulisch,15962,4.17,7325
7330,Sweetheart,Chelsea Cain,20604,4.05,7320
7331,Midnight's Daughter,Karen Chance,19948,4.00,7317
7332,The Queen of Zombie Hearts,Gena Showalter,14115,4.28,7312
7333,The General,Robert Muchamore,14254,4.29,7309
7334,I Want to Eat Your Pancreas,Yoru Sumino,13486,4.36,7308
7335,One Child,Torey L. Hayden,14712,4.26,7307
7336,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,21385,4.05,7306
7337,Are You Afraid of the Dark?,Sidney Sheldon,30532,3.69,7306
7338,Homer's Odyssey,Gwen Cooper,15329,4.20,7304
7339,Shadow of the Fox,Julie Kagawa,21722,4.01,7298
7340,"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne,21832,3.73,7298
7341,Niebla,Miguel de Unamuno,19187,4.05,7294
7342,The Wall,Marlen Haushofer,18504,4.04,7294
7343,The Broken Window,Jeffery Deaver,20985,4.09,7290
7344,The Gift,Cecelia Ahern,28251,3.70,7290
7345,"Hateship, Friendship, Courtship, Loveship, Marriage: Stories",Alice Munro,19964,4.04,7289
7346,The Essential Dykes To Watch Out For,Alison Bechdel,12269,4.43,7284
7347,My Soul to Save,Rachel Vincent,21069,3.96,7276
7348,The Nine Tailors,Dorothy L. Sayers,19955,4.03,7275
7349,Mutant Message Down Under,Marlo Morgan,21455,3.78,7274
7350,The Portable Atheist: Essential Readings for the Nonbeliever,Christopher Hitchens,18471,4.03,7261
7351,The Visit: A Tragi-Comedy,Friedrich Dürrenmatt,29807,3.68,7257
7352,Luna,Julie Anne Peters,21817,3.83,7255
7353,The Rats,James Herbert,22069,3.93,7255
7354,Peak,Roland Smith,20986,3.98,7255
7355,Teardrop,Lauren Kate,27793,3.57,7255
7356,Graffiti Moon,Cath Crowley,20015,3.88,7254
7357,Iron Crowned,Richelle Mead,18393,4.06,7246
7358,The Last Magician,Lisa   Maxwell,20838,4.04,7245
7359,Darkness,John Saul,21221,3.95,7243
7360,The Teeth of the Tiger,Tom Clancy,26282,3.73,7242
7361,Night Train to Lisbon,Pascal Mercier,24901,3.74,7236
7362,Sick Puppy,Carl Hiaasen,26288,3.90,7232
7363,The Last Summer of You and Me,Ann Brashares,32110,3.59,7229
7364,The Honourable Schoolboy,John le Carré,23240,3.99,7227
7365,Jar City,Arnaldur Indriðason,30458,3.81,7225
7366,One Lost Soul,J.M. Dalgliesh,19081,4.08,7224
7367,A Hunger Artist,Franz Kafka,18644,4.10,7221
7368,Weird Things Customers Say in Bookshops,Jen Campbell,28903,3.74,7218
7369,Area 7,Matthew Reilly,18628,4.11,7216
7370,The Bacchae,Euripides,22039,3.92,7216
7371,The Guns of Navarone,Alistair MacLean,18726,4.13,7215
7372,Counting Down with You,Tashie Bhuiyan,18422,4.03,7212
7373,The House of the Seven Gables,Nathaniel Hawthorne,40025,3.45,7209
7374,Nana,Émile Zola,25114,3.84,7206
7375,Murder in the Family,Cara Hunter,32121,3.77,7206
7376,Cry to Heaven,Anne Rice,20990,3.88,7205
7377,Night Owl,M. Pierce,17915,4.00,7201
7378,The October Country,Ray Bradbury,18867,4.12,7198
7379,Black Butler V,Yana Toboso,11766,4.45,7198
7380,When Hitler Stole Pink Rabbit,Judith Kerr,21626,3.99,7196
7381,"Nausicaä of the Valley of the Wind, Vol. 1",Hayao Miyazaki,11824,4.47,7195
7382,Brothers in Arms,Lois McMaster Bujold,18177,4.20,7192
7383,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,Denise Kiernan,30336,3.72,7192
7384,The Hollow,Jessica Verday,20670,3.74,7192
7385,13 Gifts,Wendy Mass,14979,4.23,7185
7386,Forsaken,Jana Oliver,18481,3.99,7181
7387,Safely Home,Randy Alcorn,11843,4.40,7181
7388,Blood Canticle,Anne Rice,24644,3.74,7180
7389,The Flame of Olympus,Kate O'Hearn,13747,4.25,7178
7390,A Place of Execution,Val McDermid,17340,4.14,7172
7391,Hard Land,Benedict Wells,15064,4.29,7172
7392,A Perfect Spy,John le Carré,21011,3.99,7169
7393,Half Lost,Sally Green,17061,4.03,7167
7394,Altered,Jennifer Rush,19806,4.01,7164
7395,The Virgin Blue,Tracy Chevalier,32863,3.67,7155
7396,Shadow,Laurann Dohner,15457,4.22,7154
7397,The Complete Short Novels,Anton Chekhov,11683,4.47,7153
7398,Smack,Melvin Burgess,21120,3.91,7152
7399,The Ballad of Black Tom,Victor LaValle,28602,3.86,7150
7400,FantasticLand,Mike Bockoven,22258,3.93,7148
7401,Waiting for You,Susane Colasanti,21962,3.83,7148
7402,The Haunted,Jessica Verday,15223,4.14,7148
7403,Never Have I Ever,Sara Shepard,20856,3.99,7148
7404,The Kremlin's Candidate,Jason  Matthews,16753,4.17,7143
7405,Tríada,Laura Gallego,16402,4.14,7141
7406,The Beast in Him,Shelly Laurenston,15591,4.23,7138
7407,Heaven,Randy Alcorn,13344,4.28,7134
7408,An Enquiry Concerning Human Understanding,David Hume,20534,3.93,7132
7409,Angel Fire,L.A. Weatherly,17347,4.02,7132
7410,Journey to the River Sea,Eva Ibbotson,16049,4.20,7130
7411,استمتع بحياتك,محمد عبد الرحمن العريفي,13982,4.19,7117
7412,Kaffir Boy: An Autobiography,Mark Mathabane,16086,4.17,7114
7413,Lost Horizon,James Hilton,22677,3.95,7113
7414,The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,23133,3.95,7113
7415,The Russia House,John le Carré,24914,3.91,7111
7416,Dark State,Jack     Slater,12434,4.43,7111
7417,Tar Baby,Toni Morrison,21783,3.98,7108
7418,Life and Death in Shanghai,Nien Cheng,13483,4.32,7103
7419,Looking for Alibrandi,Melina Marchetta,24261,3.90,7101
7420,"Arsène Lupin, Gentleman-Thief",Maurice Leblanc,29734,3.81,7100
7421,City,Clifford D. Simak,17582,4.08,7097
7422,Ghettoside: A True Story of Murder in America,Jill Leovy,18936,4.07,7097
7423,The Gift,Danielle Steel,18992,3.97,7097
7424,Phantom,Susan  Kay,12556,4.33,7095
7425,Strangers on a Train,Patricia Highsmith,32331,3.73,7092
7426,Accelerando,Charles Stross,21368,3.87,7088
7427,A History of the World in 6 Glasses,Tom Standage,29619,3.80,7085
7428,Burmese Days,George Orwell,28450,3.87,7085
7429,The Golden Notebook,Doris Lessing,23102,3.76,7085
7430,Daun Yang Jatuh Tak Pernah Membenci Angin,Tere Liye,17330,4.00,7071
7431,Night Angels,Weina Dai Randel,15360,4.23,7067
7432,Fractured,Teri Terry,17983,4.12,7064
7433,Sorcery & Cecelia: or The Enchanted Chocolate Pot,Patricia C. Wrede,20549,4.02,7064
7434,Peer-e-Kamil/پیر کامل,Umera Ahmed,10192,4.46,7061
7435,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,16784,4.14,7059
7436,The Lost Years of Merlin,T.A. Barron,20021,3.97,7055
7437,Illuminations,Arthur Rimbaud,12896,4.33,7051
7438,The Fortress of Solitude,Jonathan Lethem,23611,3.84,7050
7439,Microserfs,Douglas Coupland,24184,3.89,7045
7440,Sick Fux,Tillie Cole,17631,3.90,7040
7441,The Far Side of the World,Patrick O'Brian,12542,4.45,7038
7442,Bloodlust,L.J. Smith,15466,4.03,7037
7443,My Soul to Steal,Rachel Vincent,16525,4.12,7037
7444,Augustus,John  Williams,15670,4.24,7036
7445,The Books of Magic,Neil Gaiman,17681,4.09,7035
7446,Le Comte de Monte-Cristo I,Alexandre Dumas,11010,4.52,7033
7447,Six Days of the Condor,James Grady,18983,4.08,7028
7448,The Good Soldier,Ford Madox Ford,26796,3.68,7025
7449,Sang Pemimpi,Andrea Hirata,16619,4.16,7024
7450,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,16471,4.07,7023
7451,Sharpe's Eagle,Bernard Cornwell,15515,4.29,7018
7452,The Midwich Cuckoos,John Wyndham,25822,3.91,7017
7453,Birdman,Mo Hayder,23308,3.89,7016
7454,"Speak, Memory",Vladimir Nabokov,16504,4.08,7013
7455,Number9Dream,David Mitchell,25421,3.87,7011
7456,Brighton Rock,Graham Greene,32252,3.70,7011
7457,Oathbreakers,Mercedes Lackey,15850,4.19,7010
7458,The Children of Noisy Village,Astrid Lindgren,13364,4.31,7008
7459,The Cold Moon,Jeffery Deaver,20086,4.07,7007
7460,Main Street,Sinclair Lewis,25912,3.78,7006
7461,The First Bad Man,Miranda July,28859,3.64,7003
7462,Altar of Eden,James Rollins,19627,4.04,7002
7463,The Brooklyn Follies,Paul Auster,28568,3.86,6999
7464,L'Assommoir,Émile Zola,16949,4.08,6997
7465,The Last of the Really Great Whangdoodles,Julie Andrews Edwards,13360,4.26,6995
7466,Amerika,Franz Kafka,29825,3.74,6995
7467,Flutter,Amanda Hocking,19612,3.96,6992
7468,Heart on a Chain,Cindy C. Bennett,17232,4.03,6992
