,book_title,author,num_ratings,average_rating,5_star_reviews,book_author
9765,تويا,أشرف العشماوي,7536,3.90,3109,تويا - أشرف العشماوي
9766,My Invented Country: A Nostalgic Journey Through Chile,Isabel Allende,11031,3.89,3109,My Invented Country: A Nostalgic Journey Through Chile - Isabel Allende
9767,The Virginian,Owen Wister,9215,3.91,3108,The Virginian - Owen Wister
9768,The Beauty of the Husband: A Fictional Essay in 29 Tangos,Anne Carson,6709,4.23,3107,The Beauty of the Husband: A Fictional Essay in 29 Tangos - Anne Carson
9769,The Goddess Legacy,Aimee Carter,7918,4.03,3107,The Goddess Legacy - Aimee Carter
9770,A Beautiful Blue Death,Charles Finch,16431,3.65,3105,A Beautiful Blue Death - Charles Finch
9771,A Rose for Emily,William Faulkner,11158,3.83,3104,A Rose for Emily - William Faulkner
9772,Hitler: 1889-1936 Hubris,Ian Kershaw,6425,4.15,3102,Hitler: 1889-1936 Hubris - Ian Kershaw
9773,Lush Life,Richard Price,14377,3.73,3101,Lush Life - Richard Price
9774,What Matters Most is How Well You Walk Through the Fire,Charles Bukowski,6322,4.28,3099,What Matters Most is How Well You Walk Through the Fire - Charles Bukowski
9775,Oracle Bones: A Journey Between China's Past and Present,Peter Hessler,7259,4.21,3096,Oracle Bones: A Journey Between China's Past and Present - Peter Hessler
9776,Charlie Wilson's War: The Extraordinary Story of How the Wildest Man in Congress and a Rogue CIA Agent Changed the History of our Times,George Crile,9295,4.00,3095,Charlie Wilson's War: The Extraordinary Story of How the Wildest Man in Congress and a Rogue CIA Agent Changed the History of our Times - George Crile
9777,حكايات فرغلي المستكاوي,حسن الجندي,11783,3.57,3095,حكايات فرغلي المستكاوي - حسن الجندي
9778,"How Women Rise: Break the 12 Habits Holding You Back from Your Next Raise, Promotion, or Job",Sally Helgesen,7861,4.11,3093,"How Women Rise: Break the 12 Habits Holding You Back from Your Next Raise, Promotion, or Job - Sally Helgesen"
9779,The Collected Poems of Frank O'Hara,Frank O'Hara,5547,4.34,3092,The Collected Poems of Frank O'Hara - Frank O'Hara
9780,Mistress,Amanda Quick,9468,3.96,3090,Mistress - Amanda Quick
9781,Amazing Grace,Danielle Steel,8988,3.89,3090,Amazing Grace - Danielle Steel
9782,Flashforward,Robert J. Sawyer,16093,3.65,3090,Flashforward - Robert J. Sawyer
9783,Last Orders,Graham Swift,14193,3.67,3090,Last Orders - Graham Swift
9784,The Memory of Running,Ron McLarty,12567,3.76,3089,The Memory of Running - Ron McLarty
9785,The Whale Rider,Witi Ihimaera,10894,3.84,3089,The Whale Rider - Witi Ihimaera
9786,The Women's Room,Marilyn French,8885,3.99,3088,The Women's Room - Marilyn French
9787,The Pillow Book,Sei Shōnagon,8417,4.03,3087,The Pillow Book - Sei Shōnagon
9788,Justine,Lawrence Durrell,9175,3.86,3084,Justine - Lawrence Durrell
9789,Only You Can Save Mankind,Terry Pratchett,13155,3.73,3083,Only You Can Save Mankind - Terry Pratchett
9790,The Informers,Bret Easton Ellis,18967,3.39,3078,The Informers - Bret Easton Ellis
9791,Mr. Nice,Howard Marks,10371,3.90,3078,Mr. Nice - Howard Marks
9792,Secret Slave: Kidnapped and abused for 13 years. This is my story of survival.,Anna Ruston,5949,4.20,3078,Secret Slave: Kidnapped and abused for 13 years. This is my story of survival. - Anna Ruston
9793,The Unsettling of America: Culture and Agriculture,Wendell Berry,5781,4.34,3077,The Unsettling of America: Culture and Agriculture - Wendell Berry
9794,Ferien auf Saltkrokan,Astrid Lindgren,5606,4.35,3077,Ferien auf Saltkrokan - Astrid Lindgren
9795,The Devil's Bones,Jefferson Bass,7887,4.13,3076,The Devil's Bones - Jefferson Bass
9796,The Well of Shades,Juliet Marillier,6486,4.27,3076,The Well of Shades - Juliet Marillier
9797,Swordspoint,Ellen Kushner,10318,3.79,3075,Swordspoint - Ellen Kushner
9798,How We Are Hungry: Stories,Dave Eggers,13774,3.75,3074,How We Are Hungry: Stories - Dave Eggers
9799,Ophelia,Lisa M. Klein,11918,3.71,3068,Ophelia - Lisa M. Klein
9800,Five Have a Wonderful Time,Enid Blyton,8695,4.00,3068,Five Have a Wonderful Time - Enid Blyton
9801,Mythago Wood,Robert Holdstock,10243,3.78,3066,Mythago Wood - Robert Holdstock
9802,Five Go to Demon's Rocks,Enid Blyton,8645,4.02,3065,Five Go to Demon's Rocks - Enid Blyton
9803,The Star of Kazan,Eva Ibbotson,8654,4.03,3060,The Star of Kazan - Eva Ibbotson
9804,Immortal,Gillian Shields,11437,3.53,3060,Immortal - Gillian Shields
9805,An Ordinary Man: An Autobiography,Paul Rusesabagina,6610,4.18,3058,An Ordinary Man: An Autobiography - Paul Rusesabagina
9806,The Master,Colm Tóibín,10770,3.84,3058,The Master - Colm Tóibín
9807,Jugend ohne Gott,Ödön von Horváth,11150,3.84,3055,Jugend ohne Gott - Ödön von Horváth
9808,Grotesque,Natsuo Kirino,12503,3.73,3054,Grotesque - Natsuo Kirino
9809,"Vietnam: An Epic Tragedy, 1945-1975",Max Hastings,6095,4.30,3053,"Vietnam: An Epic Tragedy, 1945-1975 - Max Hastings"
9810,Solar,Ian McEwan,27614,3.28,3049,Solar - Ian McEwan
9811,The African Queen,C.S. Forester,8727,4.01,3047,The African Queen - C.S. Forester
9812,Star Maker,Olaf Stapledon,8204,3.91,3047,Star Maker - Olaf Stapledon
9813,Pegasus and the Origins of Olympus,Kate O'Hearn,4896,4.45,3046,Pegasus and the Origins of Olympus - Kate O'Hearn
9814,Vietnam: A History,Stanley Karnow,7613,4.12,3045,Vietnam: A History - Stanley Karnow
9815,Shortcomings,Adrian Tomine,14948,3.63,3045,Shortcomings - Adrian Tomine
9816,الأيام,طه حسين,11304,3.63,3045,الأيام - طه حسين
9817,Η φόνισσα,Alexandros Papadiamantis,6720,4.24,3044,Η φόνισσα - Alexandros Papadiamantis
9818,"Skip Beat!, Vol. 18",Yoshiki Nakamura,4486,4.57,3042,"Skip Beat!, Vol. 18 - Yoshiki Nakamura"
9819,An Irish Country Village,Patrick Taylor,9070,4.08,3039,An Irish Country Village - Patrick Taylor
9820,Supernova: Petir,Dee Lestari,9436,3.96,3038,Supernova: Petir - Dee Lestari
9821,Magic for Beginners,Kelly Link,9794,3.80,3038,Magic for Beginners - Kelly Link
9822,All Families are Psychotic,Douglas Coupland,14260,3.70,3037,All Families are Psychotic - Douglas Coupland
9823,Structure and Interpretation of Computer Programs,Harold Abelson,4692,4.47,3034,Structure and Interpretation of Computer Programs - Harold Abelson
9824,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal",Ben Mezrich,16413,3.57,3032,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal - Ben Mezrich"
9825,172 Hours on the Moon,Johan Harstad,13964,3.54,3031,172 Hours on the Moon - Johan Harstad
9826,"Angel Sanctuary, Vol. 1",Kaori Yuki,7366,3.83,3031,"Angel Sanctuary, Vol. 1 - Kaori Yuki"
9827,Doctor Glas,Hjalmar Söderberg,13288,3.71,3030,Doctor Glas - Hjalmar Söderberg
9828,Supernova: Akar,Dee Lestari,10392,3.87,3030,Supernova: Akar - Dee Lestari
9829,The Tourist,Olen Steinhauer,13503,3.78,3028,The Tourist - Olen Steinhauer
9830,The Power of Regret: How Looking Backward Moves Us Forward,Daniel H. Pink,11855,3.84,3028,The Power of Regret: How Looking Backward Moves Us Forward - Daniel H. Pink
9831,How It Unfolds,James S.A. Corey,8958,4.01,3027,How It Unfolds - James S.A. Corey
9832,Four Blondes,Candace Bushnell,25792,2.85,3027,Four Blondes - Candace Bushnell
9833,Maids of Misfortune,M. Louisa Locke,11893,3.76,3025,Maids of Misfortune - M. Louisa Locke
9834,Vanished,Danielle Steel,9279,3.89,3025,Vanished - Danielle Steel
9835,Glasshouse,Charles Stross,11345,3.88,3024,Glasshouse - Charles Stross
9836,Transition,Iain M. Banks,10892,3.87,3023,Transition - Iain M. Banks
9837,Batman: The Dark Knight Strikes Again,Frank Miller,15631,3.20,3022,Batman: The Dark Knight Strikes Again - Frank Miller
9838,Lanark,Alasdair Gray,6894,4.10,3016,Lanark - Alasdair Gray
9839,The Expected One,Kathleen McGowan,8199,3.94,3016,The Expected One - Kathleen McGowan
9840,No Choice But Seduction,Johanna Lindsey,8534,3.94,3015,No Choice But Seduction - Johanna Lindsey
9841,The Third Reich at War,Richard J. Evans,5470,4.37,3015,The Third Reich at War - Richard J. Evans
9842,"Now I Can Die in Peace: How ESPN's Sports Guy Found Salvation, with a Little Help from Nomar, Pedro, Shawshank and the 2004",Bill Simmons,8614,3.91,3013,"Now I Can Die in Peace: How ESPN's Sports Guy Found Salvation, with a Little Help from Nomar, Pedro, Shawshank and the 2004 - Bill Simmons"
9843,Junie B. Jones Is a Graduation Girl,Barbara Park,6622,4.08,3010,Junie B. Jones Is a Graduation Girl - Barbara Park
9844,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,9235,3.91,3009,Rush Limbaugh Is a Big Fat Idiot: And Other Observations - Al Franken
9845,Phoenix and Ashes,Mercedes Lackey,8347,4.05,3009,Phoenix and Ashes - Mercedes Lackey
9846,Rush Limbaugh is a Big Fat Idiot,Al Franken,9235,3.91,3009,Rush Limbaugh is a Big Fat Idiot - Al Franken
9847,Raising Dragons,Bryan Davis,7814,3.89,3008,Raising Dragons - Bryan Davis
9848,Midwinterblood,Marcus Sedgwick,11647,3.71,3004,Midwinterblood - Marcus Sedgwick
9849,Rapture,Jacquelyn Frank,6333,4.23,3003,Rapture - Jacquelyn Frank
9850,The Man Who Sold the Moon,Robert A. Heinlein,10416,3.90,3002,The Man Who Sold the Moon - Robert A. Heinlein
9851,Skinned,Robin Wasserman,12900,3.54,3001,Skinned - Robin Wasserman
9852,"The Dilbert Principle: A Cubicle's-Eye View of Bosses, Meetings, Management Fads & Other Workplace Afflictions",Scott Adams,9880,3.87,3000,"The Dilbert Principle: A Cubicle's-Eye View of Bosses, Meetings, Management Fads & Other Workplace Afflictions - Scott Adams"
9853,Man and Boy,Tony Parsons,16554,3.57,3000,Man and Boy - Tony Parsons
9854,Trainspotting: A Screenplay,John Hodge,5578,4.38,2999,Trainspotting: A Screenplay - John Hodge
9855,Heaven's Wager,Ted Dekker,7058,4.09,2998,Heaven's Wager - Ted Dekker
9856,Alice I Have Been,Melanie Benjamin,15170,3.65,2997,Alice I Have Been - Melanie Benjamin
9857,Stranger with My Face,Lois Duncan,9716,3.90,2995,Stranger with My Face - Lois Duncan
9858,The Paper Girl of Paris,Jordyn Taylor,8986,4.04,2991,The Paper Girl of Paris - Jordyn Taylor
9859,Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,Dee Lestari,11074,3.86,2990,Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade - Dee Lestari
9860,Acorna: The Unicorn Girl,Anne McCaffrey,10733,3.71,2987,Acorna: The Unicorn Girl - Anne McCaffrey
9861,Sarah,Orson Scott Card,10823,3.88,2986,Sarah - Orson Scott Card
9862,The Island of the Day Before,Umberto Eco,15632,3.49,2985,The Island of the Day Before - Umberto Eco
9863,Ragged Company,Richard Wagamese,5590,4.36,2984,Ragged Company - Richard Wagamese
9864,The Devouring,Simon Holt,7924,3.93,2984,The Devouring - Simon Holt
9865,Dying for Chocolate,Diane Mott Davidson,12391,3.80,2983,Dying for Chocolate - Diane Mott Davidson
9866,Remembrance,Danielle Steel,7949,3.95,2980,Remembrance - Danielle Steel
9867,Untamed,Elizabeth Lowell,8192,3.99,2980,Untamed - Elizabeth Lowell
9868,The Emperor: Downfall of An Autocrat,Ryszard Kapuściński,8204,4.09,2978,The Emperor: Downfall of An Autocrat - Ryszard Kapuściński
9869,Future Grace,John      Piper,5958,4.19,2977,Future Grace - John      Piper
9870,Let the Storm Break,Shannon Messenger,6806,4.13,2977,Let the Storm Break - Shannon Messenger
9871,A Lantern in Her Hand,Bess Streeter Aldrich,6501,4.18,2976,A Lantern in Her Hand - Bess Streeter Aldrich
9872,A Sound of Thunder and Other Stories,Ray Bradbury,7070,4.20,2973,A Sound of Thunder and Other Stories - Ray Bradbury
9873,HMS Ulysses,Alistair MacLean,7456,4.07,2973,HMS Ulysses - Alistair MacLean
9874,A Good Scent from a Strange Mountain,Robert Olen Butler,9031,3.95,2973,A Good Scent from a Strange Mountain - Robert Olen Butler
9875,The Autobiography of Alice B. Toklas,Gertrude Stein,12664,3.54,2971,The Autobiography of Alice B. Toklas - Gertrude Stein
9876,Dearie: The Remarkable Life of Julia Child,Bob Spitz,9352,3.88,2969,Dearie: The Remarkable Life of Julia Child - Bob Spitz
9877,The Intuitionist,Colson Whitehead,14662,3.63,2969,The Intuitionist - Colson Whitehead
9878,The Loved One,Evelyn Waugh,12528,3.76,2967,The Loved One - Evelyn Waugh
9879,The Recognitions,William Gaddis,5712,4.20,2967,The Recognitions - William Gaddis
9880,The Gap Into Conflict: The Real Story,Stephen R. Donaldson,10561,3.71,2967,The Gap Into Conflict: The Real Story - Stephen R. Donaldson
9881,Ten Little Fingers and Ten Little Toes,Mem Fox,5815,4.25,2965,Ten Little Fingers and Ten Little Toes - Mem Fox
9882,The Stranger,Kyra Davis,11677,3.71,2963,The Stranger - Kyra Davis
9883,Pan,Knut Hamsun,10608,3.85,2961,Pan - Knut Hamsun
9884,Star Wars: Allegiance,Timothy Zahn,9004,4.00,2961,Star Wars: Allegiance - Timothy Zahn
9885,"Marie Antoinette: Princess of Versailles, Austria, France, 1769",Kathryn Lasky,9609,3.90,2961,"Marie Antoinette: Princess of Versailles, Austria, France, 1769 - Kathryn Lasky"
9886,The Day After Tomorrow,Allan Folsom,7782,4.03,2960,The Day After Tomorrow - Allan Folsom
9887,Valentine Princess,Meg Cabot,11077,3.68,2959,Valentine Princess - Meg Cabot
9888,Peaches,Jodi Lynn Anderson,13047,3.64,2958,Peaches - Jodi Lynn Anderson
9889,"Listen, Little Man!",Wilhelm Reich,8201,3.98,2957,"Listen, Little Man! - Wilhelm Reich"
9890,Fabian: Die Geschichte eines Moralisten,Erich Kästner,7053,4.14,2956,Fabian: Die Geschichte eines Moralisten - Erich Kästner
9891,Where Angels Fear to Tread,E.M. Forster,16293,3.60,2956,Where Angels Fear to Tread - E.M. Forster
9892,"The Ramona Collection, Vol. 1:",Beverly Cleary,5941,4.24,2954,"The Ramona Collection, Vol. 1: - Beverly Cleary"
9893,Heartbeat,Danielle Steel,8977,3.86,2951,Heartbeat - Danielle Steel
9894,The Last Thing I Remember,Andrew Klavan,7313,4.01,2950,The Last Thing I Remember - Andrew Klavan
9895,The Nick Adams Stories,Ernest Hemingway,8013,4.02,2948,The Nick Adams Stories - Ernest Hemingway
9896,A Conspiracy of Paper,David Liss,11367,3.87,2947,A Conspiracy of Paper - David Liss
9897,Island in the Sea of Time,S.M. Stirling,8157,4.01,2946,Island in the Sea of Time - S.M. Stirling
9898,"Skip Beat!, Vol. 20",Yoshiki Nakamura,4368,4.56,2946,"Skip Beat!, Vol. 20 - Yoshiki Nakamura"
9899,An Equal Music,Vikram Seth,10617,3.80,2942,An Equal Music - Vikram Seth
9900,Darkest Hour,V.C. Andrews,9001,3.87,2942,Darkest Hour - V.C. Andrews
9901,Ronggeng Dukuh Paruk,Ahmad Tohari,6506,4.24,2941,Ronggeng Dukuh Paruk - Ahmad Tohari
9902,De helaasheid der dingen,Dimitri Verhulst,13171,3.80,2939,De helaasheid der dingen - Dimitri Verhulst
9903,The Rebels,John Jakes,7859,4.12,2939,The Rebels - John Jakes
9904,Tiny Pretty Things,Sona Charaipotra,14674,3.68,2939,Tiny Pretty Things - Sona Charaipotra
9905,Where Late the Sweet Birds Sang,Kate Wilhelm,10393,3.85,2937,Where Late the Sweet Birds Sang - Kate Wilhelm
9906,More Than a Mistress,Mary Balogh,9145,3.96,2937,More Than a Mistress - Mary Balogh
9907,Issola,Steven Brust,6428,4.28,2936,Issola - Steven Brust
9908,Savage Grounds,L.T. Ryan,6045,4.26,2933,Savage Grounds - L.T. Ryan
9909,Last Days of Summer,Steve Kluger,5075,4.38,2928,Last Days of Summer - Steve Kluger
9910,Last Days of Summer,Steve Kluger,5075,4.38,2928,Last Days of Summer - Steve Kluger
9911,París,Florencia Bonelli,5128,4.30,2928,París - Florencia Bonelli
9912,"Please Understand Me II: Temperament, Character, Intelligence",David Keirsey,6500,4.17,2927,"Please Understand Me II: Temperament, Character, Intelligence - David Keirsey"
9913,بداية ونهاية,Naguib Mahfouz,7668,4.10,2925,بداية ونهاية - Naguib Mahfouz
9914,The Kiss,Danielle Steel,7983,3.88,2923,The Kiss - Danielle Steel
9915,The Lilac Bus,Maeve Binchy,13807,3.65,2923,The Lilac Bus - Maeve Binchy
9916,Stonehenge,Bernard Cornwell,12384,3.68,2921,Stonehenge - Bernard Cornwell
9917,Martian Time-Slip,Philip K. Dick,13277,3.77,2921,Martian Time-Slip - Philip K. Dick
9918,Girls of Riyadh,Rajaa Alsanea,20075,3.26,2920,Girls of Riyadh - Rajaa Alsanea
9919,Girls of Riyadh,Rajaa Alsanea,20075,3.26,2920,Girls of Riyadh - Rajaa Alsanea
9920,A Fall of Moondust,Arthur C. Clarke,10786,3.89,2919,A Fall of Moondust - Arthur C. Clarke
9921,The Traveling Vampire Show,Richard Laymon,8940,3.83,2919,The Traveling Vampire Show - Richard Laymon
9922,Mirror Image,Danielle Steel,8327,3.91,2918,Mirror Image - Danielle Steel
9923,"The Clan of the Cave Bear, the Valley of Horses, the Mammoth Hunters, the Plains of Passage",Jean M. Auel,5667,4.31,2917,"The Clan of the Cave Bear, the Valley of Horses, the Mammoth Hunters, the Plains of Passage - Jean M. Auel"
9924,Suvashun,Simin Daneshvar,8540,3.95,2916,Suvashun - Simin Daneshvar
9925,"Being a Witch, and Other Things I Didn't Ask for",Sara Pascoe,6360,4.30,2914,"Being a Witch, and Other Things I Didn't Ask for - Sara Pascoe"
9926,The Living Dead,John Joseph Adams,9165,3.85,2910,The Living Dead - John Joseph Adams
9927,Johnny Angel,Danielle Steel,7463,3.91,2908,Johnny Angel - Danielle Steel
9928,The Good Woman of Setzuan,Bertolt Brecht,12002,3.67,2907,The Good Woman of Setzuan - Bertolt Brecht
9929,"Ellana, l'Envol",Pierre Bottero,3769,4.71,2907,"Ellana, l'Envol - Pierre Bottero"
9930,Miles to Go,Miley Cyrus,9847,3.53,2905,Miles to Go - Miley Cyrus
9931,Cruddy,Lynda Barry,6437,4.16,2905,Cruddy - Lynda Barry
9932,Wolfsbane and Mistletoe,Charlaine Harris,11343,3.74,2903,Wolfsbane and Mistletoe - Charlaine Harris
9933,Fell,David Clement-Davies,6160,4.18,2902,Fell - David Clement-Davies
9934,Someplace to Be Flying,Charles de Lint,5795,4.32,2901,Someplace to Be Flying - Charles de Lint
9935,Lord Valentine's Castle,Robert Silverberg,9573,3.89,2900,Lord Valentine's Castle - Robert Silverberg
9936,Power And Prediction: The Disruptive Economics of Artificial Intelligence,Ajay Agrawal,6472,4.25,2900,Power And Prediction: The Disruptive Economics of Artificial Intelligence - Ajay Agrawal
9937,Freedom's Choice,Anne McCaffrey,8335,3.97,2900,Freedom's Choice - Anne McCaffrey
9938,"Justine, or The Misfortunes of Virtue",Marquis de Sade,15307,3.42,2895,"Justine, or The Misfortunes of Virtue - Marquis de Sade"
9939,The Lost Thing,Shaun Tan,5673,4.32,2892,The Lost Thing - Shaun Tan
9940,Feeling Sorry for Celia,Jaclyn Moriarty,10661,3.81,2892,Feeling Sorry for Celia - Jaclyn Moriarty
9941,Varjak Paw,S.F. Said,6591,4.15,2891,Varjak Paw - S.F. Said
9942,Day After Night,Anita Diamant,15044,3.69,2891,Day After Night - Anita Diamant
9943,Belles on Their Toes,Frank B. Gilbreth Jr.,6792,4.16,2889,Belles on Their Toes - Frank B. Gilbreth Jr.
9944,Murder in the Cathedral,T.S. Eliot,10899,3.72,2888,Murder in the Cathedral - T.S. Eliot
9945,Paint it Black,Janet Fitch,12385,3.50,2886,Paint it Black - Janet Fitch
9946,Paint It Black,Janet Fitch,12385,3.50,2886,Paint It Black - Janet Fitch
9947,The Gathering,Anne Enright,24001,3.13,2886,The Gathering - Anne Enright
9948,Le Roman de l'adolescent myope,Mircea Eliade,9300,3.74,2886,Le Roman de l'adolescent myope - Mircea Eliade
9949,وحي القلم,مصطفى صادق الرافعي,4976,4.34,2886,وحي القلم - مصطفى صادق الرافعي
9950,Branded,Abi Ketner,8064,3.79,2885,Branded - Abi Ketner
9951,Charlotte Gray,Sebastian Faulks,12014,3.83,2883,Charlotte Gray - Sebastian Faulks
9952,The Rape of Europa: The Fate of Europe's Treasures in the Third Reich and the Second World War,Lynn H. Nicholas,7523,3.92,2883,The Rape of Europa: The Fate of Europe's Treasures in the Third Reich and the Second World War - Lynn H. Nicholas
9953,Maktub,Paulo Coelho,13648,3.42,2881,Maktub - Paulo Coelho
9954,Tallgrass,Sandra Dallas,11954,3.89,2880,Tallgrass - Sandra Dallas
9955,The 13 Clocks,James Thurber,7922,4.00,2879,The 13 Clocks - James Thurber
9956,The Goddess Hunt,Aimee Carter,9489,3.80,2874,The Goddess Hunt - Aimee Carter
9957,Poet in New York,Federico García Lorca,6740,4.13,2873,Poet in New York - Federico García Lorca
9958,The City of Falling Angels,John Berendt,16573,3.55,2873,The City of Falling Angels - John Berendt
9959,The Urth of the New Sun,Gene Wolfe,7640,4.05,2873,The Urth of the New Sun - Gene Wolfe
9960,Parnassus on Wheels,Christopher  Morley,9220,4.04,2872,Parnassus on Wheels - Christopher  Morley
9961,Absolutely Normal Chaos,Sharon Creech,8921,3.93,2872,Absolutely Normal Chaos - Sharon Creech
9962,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon,10250,3.71,2871,The Diary of Ellen Rimbauer: My Life at Rose Red - Joyce Reardon
9963,Bonsaï,Alejandro Zambra,13508,3.71,2870,Bonsaï - Alejandro Zambra
9964,The Princess Test,Gail Carson Levine,11089,3.79,2869,The Princess Test - Gail Carson Levine
9965,The House,Danielle Steel,8245,3.88,2868,The House - Danielle Steel
9966,The Dirty Girls Social Club,Alisa Valdes,13038,3.48,2867,The Dirty Girls Social Club - Alisa Valdes
9967,The Wars,Timothy Findley,9495,3.86,2866,The Wars - Timothy Findley
9968,The Counterfeiters,André Gide,9448,3.84,2866,The Counterfeiters - André Gide
9969,The Lost: A Search for Six of Six Million,Daniel Mendelsohn,6789,4.04,2865,The Lost: A Search for Six of Six Million - Daniel Mendelsohn
9970,Hidden Jewel,V.C. Andrews,8413,3.90,2865,Hidden Jewel - V.C. Andrews
9971,Un Sac de Billes,Joseph Joffo,9089,3.96,2864,Un Sac de Billes - Joseph Joffo
9972,"Green Grass, Running Water",Thomas King,8001,4.03,2861,"Green Grass, Running Water - Thomas King"
9973,Opened Ground,Seamus Heaney,5717,4.27,2860,Opened Ground - Seamus Heaney
9974,Conspiracy of Fools,Kurt Eichenwald,6360,4.19,2857,Conspiracy of Fools - Kurt Eichenwald
9975,Wise Children,Angela Carter,8990,3.91,2857,Wise Children - Angela Carter
9976,Boy of Chaotic Making,Charlie N. Holmberg,6051,4.33,2856,Boy of Chaotic Making - Charlie N. Holmberg
9977,Shadows Return,Lynn Flewelling,7913,4.02,2849,Shadows Return - Lynn Flewelling
9978,Pawn in Frankincense,Dorothy Dunnett,3915,4.62,2845,Pawn in Frankincense - Dorothy Dunnett
9979,Vineland,Thomas Pynchon,12017,3.73,2845,Vineland - Thomas Pynchon
9980,"Brother, I'm Dying",Edwidge Danticat,7105,4.15,2843,"Brother, I'm Dying - Edwidge Danticat"
9981,Palace Walk / Palace of Desire / Sugar Street,Naguib Mahfouz,4710,4.46,2841,Palace Walk / Palace of Desire / Sugar Street - Naguib Mahfouz
9982,The Ginger Man,J.P. Donleavy,10758,3.61,2838,The Ginger Man - J.P. Donleavy
9983,Murder is Binding,Lorna Barrett,12971,3.67,2835,Murder is Binding - Lorna Barrett
9984,"Skip Beat!, Vol. 19",Yoshiki Nakamura,4245,4.55,2833,"Skip Beat!, Vol. 19 - Yoshiki Nakamura"
9985,Comics and Sequential Art,Will Eisner,6161,4.11,2832,Comics and Sequential Art - Will Eisner
9986,Humboldt's Gift,Saul Bellow,9513,3.85,2831,Humboldt's Gift - Saul Bellow
9987,Checkmate,Dorothy Dunnett,3633,4.70,2831,Checkmate - Dorothy Dunnett
9988,Patty Jane's House of Curl,Lorna Landvik,10453,3.87,2830,Patty Jane's House of Curl - Lorna Landvik
9989,La loba de Francia,Maurice Druon,7157,4.18,2828,La loba de Francia - Maurice Druon
9990,"Holy Blood, Holy Grail",Michael Baigent,12763,3.50,2828,"Holy Blood, Holy Grail - Michael Baigent"
9991,Igraine the Brave,Cornelia Funke,8983,3.89,2827,Igraine the Brave - Cornelia Funke
9992,Love on the Line 2,Kirsten Fullmer,6258,4.30,2827,Love on the Line 2 - Kirsten Fullmer
9993,Dark Summer,Iris Johansen,8119,3.95,2827,Dark Summer - Iris Johansen
9994,Revolution in the Head: The Beatles Records and the Sixties,Ian MacDonald,5513,4.25,2825,Revolution in the Head: The Beatles Records and the Sixties - Ian MacDonald
9995,The Mysteries of Udolpho,Ann Radcliffe,15644,3.41,2823,The Mysteries of Udolpho - Ann Radcliffe
9996,Outer Banks,Anne Rivers Siddons,9579,3.92,2823,Outer Banks - Anne Rivers Siddons
9997,A Stainless Steel Rat is Born,Harry Harrison,8845,3.97,2823,A Stainless Steel Rat is Born - Harry Harrison
9998,Reading Like a Writer: A Guide for People Who Love Books and for Those Who Want to Write Them,Francine Prose,11277,3.77,2823,Reading Like a Writer: A Guide for People Who Love Books and for Those Who Want to Write Them - Francine Prose
9999,Set This House in Order,Matt Ruff,5854,4.29,2821,Set This House in Order - Matt Ruff
10000,Night Flight,Antoine de Saint-Exupéry,10613,3.79,2820,Night Flight - Antoine de Saint-Exupéry
10001,Тёмные аллеи,Ivan Alekseyevich Bunin,5792,4.14,2819,Тёмные аллеи - Ivan Alekseyevich Bunin
10002,Counter Identity,Karl Braungart,6197,4.30,2819,Counter Identity - Karl Braungart
10003,Starfish,Peter Watts,9165,3.95,2817,Starfish - Peter Watts
10004,The Demon's Lexicon,Sarah Rees Brennan,10203,3.73,2817,The Demon's Lexicon - Sarah Rees Brennan
10005,"The Soloist: A Lost Dream, an Unlikely Friendship, and the Redemptive Power of Music",Steve López,10277,3.91,2817,"The Soloist: A Lost Dream, an Unlikely Friendship, and the Redemptive Power of Music - Steve López"
10006,No Longer at Ease,Chinua Achebe,11389,3.86,2816,No Longer at Ease - Chinua Achebe
10007,A Bell for Adano,John Hersey,8584,3.98,2815,A Bell for Adano - John Hersey
10008,American Splendor: The Life and Times of Harvey Pekar,Harvey Pekar,7319,4.02,2815,American Splendor: The Life and Times of Harvey Pekar - Harvey Pekar
10009,She,H. Rider Haggard,13125,3.57,2814,She - H. Rider Haggard
10010,She: A History of Adventure,H. Rider Haggard,13125,3.57,2814,She: A History of Adventure - H. Rider Haggard
10011,The Rise of Darth Vader,James Luceno,9649,3.89,2813,The Rise of Darth Vader - James Luceno
10012,Little Pilgrim's Progress: From John Bunyan's Classic,Helen L. Taylor,4705,4.40,2812,Little Pilgrim's Progress: From John Bunyan's Classic - Helen L. Taylor
10013,The Ransom of Red Chief,O. Henry,6453,4.15,2807,The Ransom of Red Chief - O. Henry
10014,Game for Anything,Bella Andre,8790,3.88,2805,Game for Anything - Bella Andre
10015,The Golden Goblet,Eloise Jarvis McGraw,9227,3.82,2805,The Golden Goblet - Eloise Jarvis McGraw
10016,Tantalize,Cynthia Leitich Smith,13192,3.31,2802,Tantalize - Cynthia Leitich Smith
10017,Changes,Danielle Steel,8226,3.88,2802,Changes - Danielle Steel
10018,English Passengers,Matthew Kneale,7203,4.06,2799,English Passengers - Matthew Kneale
